City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,general pico,-35.6566,-63.7568,21.05,73,52,2.01,AR,1718290865
366,hasaki,35.7333,140.8333,18.22,89,3,3.77,JP,1718290919
367,murun-kuren,49.6342,100.1625,16.23,43,79,2.85,MN,1718290935
368,nizhniy odes,63.6445,54.856,18.36,94,100,1.86,RU,1718290935
369,saint-philippe,-21.3585,55.7679,25.77,89,100,10.75,RE,1718290936
370,kawasaki,35.5206,139.7172,23.39,84,0,3.6,JP,1718290936
371,st. john's,47.5649,-52.7093,17.21,85,75,13.38,CA,1718290821
372,susuman,62.7833,148.1667,12.21,60,100,7.15,RU,1718290936
373,la rioja,42.25,-2.5,19.88,32,64,3.22,ES,1718290851
374,khenifra,32.9333,-5.6667,32.81,20,73,5.49,MA,1718290936
375,lame,10.4415,9.2396,36.56,25,94,3.76,NG,1718290936
376,nanao,37.05,136.9667,21.85,89,2,0.91,JP,1718290937
377,san luis,-33.295,-66.3356,19.61,55,59,5.76,AR,1718290625
378,mount gambier,-37.8333,140.7667,6.56,77,100,1.85,AU,1718290937
379,coquimbo,-29.9533,-71.3436,14.85,82,75,3.6,CL,1718290774
380,moissala,8.3404,17.7663,36.81,29,42,3.43,TD,1718290937
381,galesong,-5.3166,119.3661,26.01,80,30,3.21,ID,1718290937
382,ballina,-28.8667,153.5667,9.32,83,17,4.89,AU,1718290937
383,teruel,40.6667,-0.6667,23.62,30,33,7.98,ES,1718290937
384,tolanaro,-25.0319,46.9987,22.04,94,75,2.06,MG,1718290938
385,truth or consequences,33.1284,-107.2528,32.13,19,0,2.06,US,1718290860
386,oujda-angad,34.6805,-1.9076,30.35,30,0,7.2,MA,1718290938
387,okha,53.5739,142.9478,6.25,95,100,4.02,RU,1718290938
388,parang,7.3704,124.2697,24.16,95,100,0.77,PH,1718290938
389,katabu,-4.9333,122.5167,23.41,90,19,1.65,ID,1718290938
390,northam,51.0333,-4.2167,14.25,91,100,13.08,GB,1718290939
391,shingu,33.7333,135.9833,20.25,92,36,1.66,JP,1718290805
392,figuig (centre),32.1089,-1.2286,34.71,15,97,6.56,MA,1718290939
393,ancud,-41.8697,-73.8203,11.55,89,100,5.86,CL,1718290814
394,lompoc,34.6391,-120.4579,15.94,89,100,1.54,US,1718290863
395,xiangcheng chengguanzhen,33.847,113.4778,30.01,46,88,4.35,CN,1718290939
396,novosokol'niki,56.3463,30.1578,20.12,41,10,2.89,RU,1718290940
397,mana,5.6592,-53.7767,28.88,72,35,4.04,GF,1718290940
398,caluula,11.9661,50.7569,32.04,71,1,0.92,SO,1718290932
399,kondopoga,62.2057,34.2614,21.82,46,93,1.21,RU,1718290940
400,macau,22.2006,113.5461,30.95,94,40,6.17,MO,1718290923
401,al wajh,26.2455,36.4525,31.97,70,0,5.66,SA,1718290940
402,khon buri,14.5254,102.2459,31.06,67,97,2.86,TH,1718290940
403,formosa do rio preto,-11.0483,-45.1931,31.38,34,5,3.81,BR,1718290941
404,jabor,5.921,169.6434,27.9,80,100,7.12,MH,1718290941
405,smithers,54.7804,-127.1743,3.18,93,0,1.03,CA,1718290941
406,raduzhny,62.0961,77.475,21.02,80,100,2.92,RU,1718290941
407,zeya,53.75,127.2667,13.6,56,100,1.67,RU,1718290941
408,hurricane,37.1753,-113.2899,30.33,16,0,1.05,US,1718290804
409,washington,47.5001,-120.5015,13.6,48,0,1.58,US,1718290360
410,bokoro,12.3807,17.0568,37.67,28,53,2.21,TD,1718290930
411,akwanga,8.9167,8.3833,34.0,40,34,2.97,NG,1718290942
412,domna,51.8971,113.1573,11.09,87,20,2.0,RU,1718290942
413,taperoa,-7.2075,-36.8267,30.87,35,100,7.82,BR,1718290942
414,bonthe,7.5264,-12.505,28.31,75,100,4.32,SL,1718290942
415,lazaro cardenas,17.9583,-102.2,28.84,62,100,0.47,MX,1718290942
416,sao jose da coroa grande,-8.8978,-35.1478,27.9,73,92,4.4,BR,1718290942
417,shitanjing,39.2342,106.3439,22.0,42,30,6.83,CN,1718290943
418,olinda,-8.0089,-34.8553,27.85,78,40,4.63,BR,1718290807
419,kwang binh,17.4833,106.6,30.46,64,99,2.28,VN,1718290944
420,caleta de carquin,-11.0925,-77.6267,19.24,76,57,3.54,PE,1718290944
421,kirensk,57.7853,108.1119,17.2,69,42,2.24,RU,1718290944
422,nogliki,51.8333,143.1667,6.86,93,100,2.68,RU,1718290944
423,goundi,9.3627,17.366,32.67,46,70,1.11,TD,1718290944
424,shangmei,27.7428,111.2956,26.51,84,8,0.54,CN,1718290944
425,kununurra,-15.7667,128.7333,16.99,67,5,0.0,AU,1718290944
426,nar'yan-mar,67.6713,53.087,19.5,49,100,2.68,RU,1718290944
427,castillos,-34.1667,-53.8333,21.71,69,100,5.65,UY,1718290944
428,polyarnyy,69.1989,33.4478,7.99,72,16,6.07,RU,1718290944
429,atchison,39.563,-95.1216,29.06,72,4,6.93,US,1718290944
430,huanggang,23.677,116.9996,27.94,93,100,2.01,CN,1718290858
431,vallenar,-28.5708,-70.7581,16.44,56,100,2.74,CL,1718290763
432,sept-iles,50.2001,-66.3821,12.81,94,100,2.57,CA,1718290885
433,villa ojo de agua,-29.5,-63.6938,24.65,51,100,11.48,AR,1718290945
434,sakakah,29.9697,40.2064,41.76,7,0,6.02,SA,1718290945
435,banda aceh,5.5577,95.3222,28.08,75,83,4.65,ID,1718290679
436,monteagudo,-19.8167,-63.9833,28.6,31,1,2.67,BO,1718290945
437,arkalyk,50.2486,66.9114,24.53,39,14,3.63,KZ,1718290945
438,yigo village,13.5361,144.8886,26.29,88,100,3.6,GU,1718290945
439,lamu,-2.2717,40.902,26.04,78,17,6.69,KE,1718290945
440,hamar,60.7945,11.068,13.29,82,95,0.27,NO,1718290945
441,labuan,5.2767,115.2417,26.2,89,20,1.54,MY,1718290945
442,kerman,30.2832,57.0788,31.92,18,75,2.06,IR,1718290946
443,great bend,38.3645,-98.7648,29.78,63,0,8.75,US,1718290673
444,dalhart,36.0595,-102.5133,29.15,48,0,5.66,US,1718290946
445,grande prairie,55.1667,-118.8027,12.1,62,40,5.66,CA,1718290765
446,remire-montjoly,4.9167,-52.2667,31.02,70,75,3.09,GF,1718290946
447,cosolapa,18.5833,-96.65,31.54,44,98,0.87,MX,1718290946
448,lundazi,-12.2929,33.1782,21.06,26,1,2.73,ZM,1718290946
449,piton saint-leu,-21.2196,55.3151,24.06,61,98,1.54,RE,1718290946
450,kailua-kona,19.6406,-155.9956,23.98,89,75,1.54,US,1718290946
451,ulety,51.3572,112.4849,9.34,93,95,1.11,RU,1718290946
452,ribeira do pombal,-10.8344,-38.5358,26.18,61,85,4.6,BR,1718290946
453,abashiri,44.0213,144.2697,8.97,98,100,2.16,JP,1718290946
454,tazovsky,67.4667,78.7,7.87,96,100,3.49,RU,1718290947
455,konarka,19.9,86.1167,31.22,78,94,11.08,IN,1718290947
456,ust-tsilma,65.441,52.1498,20.9,65,88,0.45,RU,1718290947
457,talara,-4.5772,-81.2719,22.42,78,40,6.97,PE,1718290947
458,subotica,46.1,19.6667,21.67,55,86,6.02,RS,1718290947
459,masina,-4.3836,15.3914,33.16,49,6,2.06,CD,1718290947
460,baker city,44.7749,-117.8344,19.25,56,0,1.51,US,1718290850
461,puerto aysen,-45.4,-72.7,8.32,99,100,1.23,CL,1718290825
462,azovo,54.6997,73.0237,24.86,76,99,2.28,RU,1718290947
463,bamboo flat,11.7,92.7167,29.05,84,40,4.63,IN,1718290948
464,tabuk,17.4189,121.4443,25.66,88,32,1.76,PH,1718290948
465,inawashiro,37.5667,140.1167,17.96,95,7,1.28,JP,1718290948
466,argo,37.6333,22.7333,40.1,17,99,5.51,GR,1718290762
467,bosaso,11.2842,49.1816,33.23,56,70,1.67,SO,1718290948
468,itacarambi,-15.1022,-44.0919,29.59,37,0,2.76,BR,1718290948
469,opuwo,-18.0607,13.84,25.81,12,0,6.12,NA,1718290948
470,ta`u,-14.2336,-169.5144,27.79,81,100,8.77,AS,1718290948
471,trenggalek,-8.05,111.7167,23.79,96,79,0.82,ID,1718290948
472,castel bolognese,44.3207,11.7999,22.95,68,100,4.01,IT,1718290948
473,new norfolk,-42.7826,147.0587,7.62,89,100,0.41,AU,1718290948
474,magole,-6.3667,37.3667,23.94,53,2,1.17,TZ,1718290948
475,magong,23.5654,119.5863,27.97,86,100,7.76,TW,1718290692
476,kiunga,-6.1219,141.2906,22.86,99,95,1.04,PG,1718290949
477,maktar,35.858,9.2007,25.44,39,81,6.18,TN,1718290949
478,talghar,43.3044,77.2328,21.03,43,75,2.0,KZ,1718290949
479,chongjin,41.7956,129.7758,14.68,95,100,0.61,KP,1718290949
480,tucuma,-0.1833,-50.05,30.02,64,6,2.72,BR,1718290949
481,marsh harbour,26.5412,-77.0636,27.92,80,100,8.68,BS,1718290821
482,besisahar,28.2313,84.3761,27.25,39,26,4.29,NP,1718290949
483,knyaginino,55.8228,45.0349,25.01,79,23,1.93,RU,1718290949
484,hanceville,34.0607,-86.7675,28.98,64,63,1.76,US,1718290949
485,santa rita,-7.1139,-34.9781,30.37,66,20,6.17,BR,1718290949
486,mezhdurechensk,53.6942,88.0603,17.37,96,27,0.73,RU,1718290860
487,villa bruzual,9.3328,-69.1208,27.59,80,100,2.0,VE,1718290950
488,rovnoye,50.7765,46.0509,18.33,92,100,1.38,RU,1718290950
489,loanda,-8.8368,13.2343,27.0,69,20,6.69,AO,1718290658
490,conception bay south,47.4999,-52.9981,17.08,85,34,9.03,CA,1718290886
491,ostashkov,57.1467,33.1075,19.94,49,100,4.1,RU,1718290950
492,brasileia,-11.0161,-68.7481,29.25,74,26,3.09,BR,1718290919
493,sosnovo-ozerskoye,52.5249,111.5418,9.52,88,98,1.17,RU,1718290950
494,yuzawa,39.1667,140.5,16.91,95,0,1.07,JP,1718290950
495,wakkanai,45.4094,141.6739,8.96,93,2,6.68,JP,1718290853
496,qarauyl,48.9451,79.255,16.61,63,0,2.1,KZ,1718290950
497,flying fish cove,-10.4217,105.6791,25.82,88,75,3.09,CX,1718290951
498,san rafael del sur,11.8485,-86.4384,28.54,74,100,2.82,NI,1718290951
499,richards bay,-28.783,32.0377,20.1,73,36,3.44,ZA,1718290951
500,gazipasa,36.2694,32.3179,29.05,79,20,5.66,TR,1718290951
501,aktau,43.65,51.2,31.32,63,22,4.32,KZ,1718290951
502,cambria,35.5641,-121.0808,15.86,87,83,1.36,US,1718290951
503,sombrerete,23.6333,-103.65,22.47,37,0,2.47,MX,1718290951
504,borkum,53.5809,6.6915,17.75,71,100,5.67,DE,1718290951
505,pontianak,-0.0333,109.3333,24.99,100,20,1.54,ID,1718290951
506,oltinko'l,40.8011,72.1634,32.77,11,11,9.94,UZ,1718290951
507,axim,4.8699,-2.2405,27.68,74,50,5.24,GH,1718290952
508,viet tri,21.3019,105.4308,31.97,66,95,1.52,VN,1718290952
509,kirakira,-10.4544,161.9205,24.95,88,100,2.27,SB,1718290952
510,bumba,2.1833,22.4667,30.48,52,83,0.81,CD,1718290952
511,general roca,-39.0333,-67.5833,15.14,46,92,9.14,AR,1718290938
512,onega,63.9061,38.1404,16.37,55,94,2.12,RU,1718290851
513,serang,-6.1149,106.1502,26.42,87,80,0.85,ID,1718290952
514,dingcheng,32.1272,115.0394,28.54,61,100,1.04,CN,1718290952
515,mokhsogollokh,61.4681,128.9203,13.46,72,49,1.29,RU,1718290953
516,san juan nepomuceno,9.9516,-75.082,29.79,69,96,1.07,CO,1718290820
517,saint-francois,46.4154,3.9054,20.92,41,0,2.06,FR,1718290953
518,nizhnesortymskiy,62.4397,71.7603,24.45,56,81,2.16,RU,1718290953
519,batouri,4.4333,14.3667,28.83,59,99,1.32,CM,1718290953
520,ras al khaimah city,25.7895,55.9432,41.12,26,0,3.09,AE,1718290953
521,bubaque,11.2833,-15.8333,27.3,80,97,6.96,GW,1718290953
522,morant bay,17.8815,-76.4093,30.79,80,96,4.96,JM,1718290953
523,mili,6.0815,171.735,26.27,87,100,7.99,MH,1718290953
524,severnoye,56.3491,78.3619,21.1,80,81,1.79,RU,1718290954
525,erenhot,43.6475,111.9767,20.98,29,17,4.91,CN,1718290954
526,kragero,58.8693,9.4149,14.14,72,47,3.05,NO,1718290954
527,neya,58.2972,43.8681,24.69,74,10,4.98,RU,1718290954
528,ringkobing,56.0901,8.244,12.99,67,20,4.12,DK,1718290954
529,benguela,-12.5763,13.4055,26.86,50,0,3.32,AO,1718290955
530,baruun-urt,46.6806,113.2792,13.62,57,88,6.31,MN,1718290869
531,balfour,-26.6633,28.5902,13.88,28,0,0.91,ZA,1718290955
532,kimbe,-5.5502,150.1429,24.13,93,54,1.9,PG,1718290955
533,dashiqiao,40.6373,122.5025,19.99,94,100,2.97,CN,1718290955
534,mayahi,13.9553,7.6712,39.26,20,6,0.82,NE,1718290955
535,balsas,-7.5325,-46.0356,33.51,36,5,4.45,BR,1718290817
536,manati,18.4275,-66.4921,33.53,76,57,5.7,PR,1718290955
537,siwa oasis,29.2041,25.5195,42.52,8,0,5.56,EG,1718290955
538,turkmenabat,39.0733,63.5786,34.99,12,0,7.2,TM,1718290955
539,shalqar,47.8333,59.6,32.67,26,11,6.98,KZ,1718290955
540,puerto yuca,2.9383,-73.2083,28.12,75,64,1.7,CO,1718290956
541,ayame,5.6083,-3.1563,26.83,84,88,2.97,CI,1718290956
542,tambo grande,-4.9269,-80.3447,24.35,61,72,2.38,PE,1718290956
543,shirgaon,19.7,72.7,30.04,73,0,5.2,IN,1718290956
544,emerald,-23.5333,148.1667,10.75,52,0,4.28,AU,1718290956
545,lincoln city,44.9582,-124.0179,13.02,89,65,7.6,US,1718290872
546,boa esperanca,-21.09,-45.5658,24.91,29,0,3.63,BR,1718290956
547,aripuana,-9.1667,-60.6333,33.68,32,3,1.55,BR,1718290956
548,iguape,-24.7081,-47.5553,25.73,48,0,1.85,BR,1718290898
549,dabat,12.9842,37.765,17.24,69,40,3.43,ET,1718290956
550,alajarvi,63.0,23.8167,15.23,79,100,0.74,FI,1718290957
551,amga,60.8953,131.9608,10.02,94,57,1.01,RU,1718290957
552,bojnurd,37.4747,57.329,29.97,23,40,6.17,IR,1718290957
553,sao miguel do araguaia,-13.275,-50.1628,32.83,23,0,5.17,BR,1718290957
554,urzhar,47.093,81.6294,16.85,71,97,1.73,KZ,1718290957
555,chadan,51.2833,91.5833,18.76,45,70,3.14,RU,1718290957
556,port augusta,-32.5,137.7667,15.29,56,96,5.1,AU,1718290956
557,cam ranh,11.9214,109.1591,31.98,62,20,1.54,VN,1718290957
558,acarau,-2.8856,-40.12,29.52,63,10,7.26,BR,1718290957
559,vadso,70.0744,29.7487,8.49,76,75,6.69,NO,1718290957
560,homer,59.6425,-151.5483,10.02,81,99,0.21,US,1718290957
561,ivdel',60.6911,60.4206,27.79,48,30,3.58,RU,1718290958
